COD_TABELAPRECO;COD_PRODUTO;VALOR;QTD_MINIMA;VALOR1;QTD_MINIMA1;VALOR2;QTD_MINIMA2;VALOR3;QTD_MINIMA3;DESCONTO_MAXIMO;ACRESCIMO_MAXIMO
1;7051;4,98;1;0;0;0;0;0;0;0;0
1;10022;13,9;1;0;0;0;0;0;0;0;0
1;10027;10,99;1;0;0;0;0;0;0;0;0
1;10033;11,99;1;0;0;0;0;0;0;0;0
1;10034;12,99;1;0;0;0;0;0;0;0;0
1;1310763;10,98;1;0;0;0;0;0;0;0;0
1;10036;13,8;1;0;0;0;0;0;0;0;0
1;10042;12,96;1;0;0;0;0;0;0;0;0
1;10044;13,99;1;0;0;0;0;0;0;0;0
1;10045;12,99;1;0;0;0;0;0;0;0;0
1;10047;12,99;1;0;0;0;0;0;0;0;0
1;10048;12,99;1;0;0;0;0;0;0;0;0
1;10049;11,99;1;0;0;0;0;0;0;0;0
1;10050;11,99;1;0;0;0;0;0;0;0;0
1;10051;12,99;1;0;0;0;0;0;0;0;0
1;10053;12,8;1;0;0;0;0;0;0;0;0
1;10054;11,8;1;0;0;0;0;0;0;0;0
1;10055;11,99;1;0;0;0;0;0;0;0;0
1;10056;12,89;1;0;0;0;0;0;0;0;0
1;10057;13,99;1;0;0;0;0;0;0;0;0
1;10058;13,99;1;0;0;0;0;0;0;0;0
1;10059;14,99;1;0;0;0;0;0;0;0;0
1;10060;11,99;1;0;0;0;0;0;0;0;0
1;10062;15,99;1;0;0;0;0;0;0;0;0
1;10063;14,99;1;0;0;0;0;0;0;0;0
1;10065;14,99;1;0;0;0;0;0;0;0;0
1;10066;1;1;0;0;0;0;0;0;0;0
1;10067;15,89;1;0;0;0;0;0;0;0;0
1;10068;15,96;1;0;0;0;0;0;0;0;0
1;10069;15,9;1;0;0;0;0;0;0;0;0
1;10070;15,98;1;0;0;0;0;0;0;0;0
1;10071;15,99;1;0;0;0;0;0;0;0;0
1;10072;15,99;1;0;0;0;0;0;0;0;0
1;10073;15,99;1;0;0;0;0;0;0;0;0
1;10074;14,99;1;0;0;0;0;0;0;0;0
1;10075;14,99;1;0;0;0;0;0;0;0;0
1;10077;0,01;1;0;0;0;0;0;0;0;0
1;10079;16,8;1;0;0;0;0;0;0;0;0
1;10080;0,01;1;0;0;0;0;0;0;0;0
1;10081;16,9;1;0;0;0;0;0;0;0;0
1;10082;16,99;1;0;0;0;0;0;0;0;0
1;10083;16,9;1;0;0;0;0;0;0;0;0
1;10084;16,8;1;0;0;0;0;0;0;0;0
1;10085;0,01;1;0;0;0;0;0;0;0;0
1;10086;0,01;1;0;0;0;0;0;0;0;0
1;10087;0,01;1;0;0;0;0;0;0;0;0
1;10090;0,01;1;0;0;0;0;0;0;0;0
1;10103;0,01;1;0;0;0;0;0;0;0;0
1;10104;0,01;1;0;0;0;0;0;0;0;0
1;10105;0,01;1;0;0;0;0;0;0;0;0
1;10106;0,01;1;0;0;0;0;0;0;0;0
1;10107;0,01;1;0;0;0;0;0;0;0;0
1;10108;0,01;1;0;0;0;0;0;0;0;0
1;10109;0,01;1;0;0;0;0;0;0;0;0
1;10110;0,01;1;0;0;0;0;0;0;0;0
1;10111;0,01;1;0;0;0;0;0;0;0;0
1;11001;14,99;1;0;0;0;0;0;0;0;0
1;11002;15,99;1;0;0;0;0;0;0;0;0
1;11003;16,99;1;0;0;0;0;0;0;0;0
1;11004;14,99;1;0;0;0;0;0;0;0;0
1;11005;16,9;1;0;0;0;0;0;0;0;0
1;11006;17,9;1;0;0;0;0;0;0;0;0
1;11007;16,9;1;0;0;0;0;0;0;0;0
1;11008;16,9;1;0;0;0;0;0;0;0;0
1;11009;15,99;1;0;0;0;0;0;0;0;0
1;11010;16,96;1;0;0;0;0;0;0;0;0
1;11011;16,98;1;0;0;0;0;0;0;0;0
1;11012;16,9;1;0;0;0;0;0;0;0;0
1;11013;16,9;1;0;0;0;0;0;0;0;0
1;11014;16,9;1;0;0;0;0;0;0;0;0
1;11015;17,9;1;0;0;0;0;0;0;0;0
1;11016;16,8;1;0;0;0;0;0;0;0;0
1;11017;16,9;1;0;0;0;0;0;0;0;0
1;11018;16,9;1;0;0;0;0;0;0;0;0
1;11019;16,86;1;0;0;0;0;0;0;0;0
1;11020;17,9;1;0;0;0;0;0;0;0;0
1;11021;16,8;1;0;0;0;0;0;0;0;0
1;12001;12,9;1;0;0;0;0;0;0;0;0
1;12002;15,99;1;0;0;0;0;0;0;0;0
1;13001;13,9;1;0;0;0;0;0;0;0;0
1;14001;22,9;1;0;0;0;0;0;0;0;0
1;14002;22,9;1;0;0;0;0;0;0;0;0
1;15001;15,9;1;0;0;0;0;0;0;0;0
1;17784;3,6;1;0;0;0;0;0;0;0;0
1;17789;3,98;1;0;0;0;0;0;0;0;0
1;17794;7,9;1;0;0;0;0;0;0;0;0
1;17834;5,9;1;0;0;0;0;0;0;0;0
1;17839;7,5;1;0;0;0;0;0;0;0;0
1;17844;10,9;1;0;0;0;0;0;0;0;0
1;17874;2,98;1;0;0;0;0;0;0;0;0
1;17879;3,6;1;0;0;0;0;0;0;0;0
1;17894;7,9;1;0;0;0;0;0;0;0;0
1;17899;8,94;1;0;0;0;0;0;0;0;0
1;17924;5,6;1;0;0;0;0;0;0;0;0
1;17929;6,7;1;0;0;0;0;0;0;0;0
1;17940;4,9;1;0;0;0;0;0;0;0;0
1;17964;3,9;1;0;0;0;0;0;0;0;0
1;17974;7,4;1;0;0;0;0;0;0;0;0
1;17984;8,9;1;0;0;0;0;0;0;0;0
1;17994;6,4;1;0;0;0;0;0;0;0;0
1;17999;6,99;1;0;0;0;0;0;0;0;0
1;18014;7,6;1;0;0;0;0;0;0;0;0
1;18034;4,6;1;0;0;0;0;0;0;0;0
1;18044;5,9;1;0;0;0;0;0;0;0;0
1;18049;7,5;1;0;0;0;0;0;0;0;0
1;18054;2,9;1;0;0;0;0;0;0;0;0
1;18059;3,7;1;0;0;0;0;0;0;0;0
1;18070;4,9;1;0;0;0;0;0;0;0;0
1;18080;4,6;1;0;0;0;0;0;0;0;0
1;18090;4,8;1;0;0;0;0;0;0;0;0
1;18104;6,2;1;0;0;0;0;0;0;0;0
1;18120;5,8;1;0;0;0;0;0;0;0;0
1;18154;4,8;1;0;0;0;0;0;0;0;0
1;18159;5,6;1;0;0;0;0;0;0;0;0
1;18184;6,89;1;0;0;0;0;0;0;0;0
1;18189;7,8;1;0;0;0;0;0;0;0;0
1;18224;6,9;1;0;0;0;0;0;0;0;0
1;18229;7,9;1;0;0;0;0;0;0;0;0
1;18234;4,35;1;0;0;0;0;0;0;0;0
1;18239;5,9;1;0;0;0;0;0;0;0;0
1;18250;4,65;1;0;0;0;0;0;0;0;0
1;18280;4;1;0;0;0;0;0;0;0;0
1;18284;3,15;1;0;0;0;0;0;0;0;0
1;18289;3,7;1;0;0;0;0;0;0;0;0
1;19004;8,99;1;0;0;0;0;0;0;0;0
1;19008;0,01;1;0;0;0;0;0;0;0;0
1;20006;13,99;1;0;0;0;0;0;0;0;0
1;20008;13,6;1;0;0;0;0;0;0;0;0
1;20009;13,99;1;0;0;0;0;0;0;0;0
1;20010;13,89;1;0;0;0;0;0;0;0;0
1;21001;0,01;1;0;0;0;0;0;0;0;0
1;30004;7,9;1;0;0;0;0;0;0;0;0
1;30010;11,9;1;0;0;0;0;0;0;0;0
1;30017;10,9;1;0;0;0;0;0;0;0;0
1;30018;11,9;1;0;0;0;0;0;0;0;0
1;30019;12,4;1;0;0;0;0;0;0;0;0
1;30021;12,9;1;0;0;0;0;0;0;0;0
1;30023;13,99;1;0;0;0;0;0;0;0;0
1;30024;12,8;1;0;0;0;0;0;0;0;0
1;30026;12,99;1;0;0;0;0;0;0;0;0
1;30030;12,99;1;0;0;0;0;0;0;0;0
1;30031;12,99;1;0;0;0;0;0;0;0;0
1;30032;11,99;1;0;0;0;0;0;0;0;0
1;30035;13,99;1;0;0;0;0;0;0;0;0
1;30036;14,99;1;0;0;0;0;0;0;0;0
1;30037;11,99;1;0;0;0;0;0;0;0;0
1;30038;13,6;1;0;0;0;0;0;0;0;0
1;30041;11,99;1;0;0;0;0;0;0;0;0
1;30043;14,99;1;0;0;0;0;0;0;0;0
1;30044;13,99;1;0;0;0;0;0;0;0;0
1;30045;13,99;1;0;0;0;0;0;0;0;0
1;30046;1;1;0;0;0;0;0;0;0;0
1;30047;1;1;0;0;0;0;0;0;0;0
1;30048;1;1;0;0;0;0;0;0;0;0
1;30049;1;1;0;0;0;0;0;0;0;0
1;30050;1;1;0;0;0;0;0;0;0;0
1;30051;1;1;0;0;0;0;0;0;0;0
1;30052;1;1;0;0;0;0;0;0;0;0
1;30053;1;1;0;0;0;0;0;0;0;0
1;30054;14,8;1;0;0;0;0;0;0;0;0
1;30055;14,9;1;0;0;0;0;0;0;0;0
1;30056;14,99;1;0;0;0;0;0;0;0;0
1;30057;14,6;1;0;0;0;0;0;0;0;0
1;30058;14,99;1;0;0;0;0;0;0;0;0
1;1310809;299,6;1;0;0;0;0;0;0;0;0
1;30059;15,6;1;0;0;0;0;0;0;0;0
1;30060;12,99;1;0;0;0;0;0;0;0;0
1;30061;13,99;1;0;0;0;0;0;0;0;0
1;30062;13,99;1;0;0;0;0;0;0;0;0
1;30063;14,9;1;0;0;0;0;0;0;0;0
1;30064;15,99;1;0;0;0;0;0;0;0;0
1;30065;15,99;1;0;0;0;0;0;0;0;0
1;30066;14,99;1;0;0;0;0;0;0;0;0
1;30067;15,99;1;0;0;0;0;0;0;0;0
1;30068;16,9;1;0;0;0;0;0;0;0;0
1;30069;14,99;1;0;0;0;0;0;0;0;0
1;30070;15,99;1;0;0;0;0;0;0;0;0
1;39011;7,99;1;0;0;0;0;0;0;0;0
1;39012;7,99;1;0;0;0;0;0;0;0;0
1;39013;1;1;0;0;0;0;0;0;0;0
1;39014;1;1;0;0;0;0;0;0;0;0
1;39015;1;1;0;0;0;0;0;0;0;0
1;39016;1;1;0;0;0;0;0;0;0;0
1;39017;1;1;0;0;0;0;0;0;0;0
1;39018;1;1;0;0;0;0;0;0;0;0
1;39019;1;1;0;0;0;0;0;0;0;0
1;39020;1;1;0;0;0;0;0;0;0;0
1;39021;1;1;0;0;0;0;0;0;0;0
1;39022;1;1;0;0;0;0;0;0;0;0
1;39030;0,01;1;0;0;0;0;0;0;0;0
1;40004;4,99;1;0;0;0;0;0;0;0;0
1;40005;6,9;1;0;0;0;0;0;0;0;0
1;40006;6,9;1;0;0;0;0;0;0;0;0
1;40008;7,8;1;0;0;0;0;0;0;0;0
1;40009;7,8;1;0;0;0;0;0;0;0;0
1;40010;7,8;1;0;0;0;0;0;0;0;0
1;40011;8,99;1;0;0;0;0;0;0;0;0
1;40012;6,99;1;0;0;0;0;0;0;0;0
1;40014;1;1;0;0;0;0;0;0;0;0
1;40015;10,9;1;0;0;0;0;0;0;0;0
1;40016;8,99;1;0;0;0;0;0;0;0;0
1;40017;1;1;0;0;0;0;0;0;0;0
1;40018;10,9;1;0;0;0;0;0;0;0;0
1;40019;10,99;1;0;0;0;0;0;0;0;0
1;40020;1;1;0;0;0;0;0;0;0;0
1;50004;6,99;1;0;0;0;0;0;0;0;0
1;1310764;10,98;1;0;0;0;0;0;0;0;0
1;50005;8,99;1;0;0;0;0;0;0;0;0
1;50007;9,8;1;0;0;0;0;0;0;0;0
1;50016;6,9;1;0;0;0;0;0;0;0;0
1;50018;10,9;1;0;0;0;0;0;0;0;0
1;50020;10,99;1;0;0;0;0;0;0;0;0
1;50021;9,99;1;0;0;0;0;0;0;0;0
1;50022;10,99;1;0;0;0;0;0;0;0;0
1;50023;4,99;1;0;0;0;0;0;0;0;0
1;50024;7,99;1;0;0;0;0;0;0;0;0
1;50025;9,9;1;0;0;0;0;0;0;0;0
1;50026;7,9;1;0;0;0;0;0;0;0;0
1;50027;10,9;1;0;0;0;0;0;0;0;0
1;50028;6,99;1;0;0;0;0;0;0;0;0
1;50029;8,99;1;0;0;0;0;0;0;0;0
1;50030;9,99;1;0;0;0;0;0;0;0;0
1;50031;8,99;1;0;0;0;0;0;0;0;0
1;50032;9,99;1;0;0;0;0;0;0;0;0
1;50033;9,99;1;0;0;0;0;0;0;0;0
1;50034;9,99;1;0;0;0;0;0;0;0;0
1;50035;9,99;1;0;0;0;0;0;0;0;0
1;50036;1;1;0;0;0;0;0;0;0;0
1;50037;1;1;0;0;0;0;0;0;0;0
1;50038;1;1;0;0;0;0;0;0;0;0
1;50039;1;1;0;0;0;0;0;0;0;0
1;50040;1;1;0;0;0;0;0;0;0;0
1;50041;10,99;1;0;0;0;0;0;0;0;0
1;50042;10,8;1;0;0;0;0;0;0;0;0
1;50043;10,9;1;0;0;0;0;0;0;0;0
1;50044;10,9;1;0;0;0;0;0;0;0;0
1;50045;11,6;1;0;0;0;0;0;0;0;0
1;50046;11,6;1;0;0;0;0;0;0;0;0
1;50047;11,6;1;0;0;0;0;0;0;0;0
1;50048;11,6;1;0;0;0;0;0;0;0;0
1;50049;11,6;1;0;0;0;0;0;0;0;0
1;50050;11,6;1;0;0;0;0;0;0;0;0
1;50051;9,99;1;0;0;0;0;0;0;0;0
1;59010;1;1;0;0;0;0;0;0;0;0
1;59011;1;1;0;0;0;0;0;0;0;0
1;1310765;10,98;1;0;0;0;0;0;0;0;0
1;59012;1;1;0;0;0;0;0;0;0;0
1;59013;1;1;0;0;0;0;0;0;0;0
1;59014;1;1;0;0;0;0;0;0;0;0
1;59015;1;1;0;0;0;0;0;0;0;0
1;59016;1;1;0;0;0;0;0;0;0;0
1;59017;1;1;0;0;0;0;0;0;0;0
1;59018;1;1;0;0;0;0;0;0;0;0
1;59020;1;1;0;0;0;0;0;0;0;0
1;59021;1;1;0;0;0;0;0;0;0;0
1;11023;16,9;1;0;0;0;0;0;0;0;0
1;11022;16,6;1;0;0;0;0;0;0;0;0
1;60001;9,9;1;0;0;0;0;0;0;0;0
1;60002;13,99;1;0;0;0;0;0;0;0;0
1;60005;14,96;1;0;0;0;0;0;0;0;0
1;60006;14,98;1;0;0;0;0;0;0;0;0
1;60007;16,8;1;0;0;0;0;0;0;0;0
1;60008;0,01;1;0;0;0;0;0;0;0;0
1;60009;0,01;1;0;0;0;0;0;0;0;0
1;60010;0,01;1;0;0;0;0;0;0;0;0
1;60011;0,01;1;0;0;0;0;0;0;0;0
1;60012;0,01;1;0;0;0;0;0;0;0;0
1;60013;0,01;1;0;0;0;0;0;0;0;0
1;60014;0,01;1;0;0;0;0;0;0;0;0
1;80007;18,99;1;0;0;0;0;0;0;0;0
1;80009;16,99;1;0;0;0;0;0;0;0;0
1;80010;16,99;1;0;0;0;0;0;0;0;0
1;90004;16,8;1;0;0;0;0;0;0;0;0
1;100021;9,9;1;0;0;0;0;0;0;0;0
1;100081;8,9;1;0;0;0;0;0;0;0;0
1;131072;6;1;0;0;0;0;0;0;0;0
1;131077;12,9;1;0;0;0;0;0;0;0;0
1;131080;2;1;0;0;0;0;0;0;0;0
1;131081;3;1;0;0;0;0;0;0;0;0
1;131082;4;1;0;0;0;0;0;0;0;0
1;131083;4;1;0;0;0;0;0;0;0;0
1;131084;0,01;1;0;0;0;0;0;0;0;0
1;131085;2;1;0;0;0;0;0;0;0;0
1;131086;3;1;0;0;0;0;0;0;0;0
1;131087;7;1;0;0;0;0;0;0;0;0
1;131088;3;1;0;0;0;0;0;0;0;0
1;131089;5;1;0;0;0;0;0;0;0;0
1;131090;5;1;0;0;0;0;0;0;0;0
1;131091;9,9;1;0;0;0;0;0;0;0;0
1;131092;4;1;0;0;0;0;0;0;0;0
1;131093;4;1;0;0;0;0;0;0;0;0
1;131094;7;1;0;0;0;0;0;0;0;0
1;131095;6;1;0;0;0;0;0;0;0;0
1;131096;4;1;0;0;0;0;0;0;0;0
1;131097;6;1;0;0;0;0;0;0;0;0
1;131098;2;1;0;0;0;0;0;0;0;0
1;131099;2;1;0;0;0;0;0;0;0;0
1;131100;4;1;0;0;0;0;0;0;0;0
1;131101;1,5;1;0;0;0;0;0;0;0;0
1;131102;1;1;0;0;0;0;0;0;0;0
1;131103;3;1;0;0;0;0;0;0;0;0
1;131104;6;1;0;0;0;0;0;0;0;0
1;131105;7;1;0;0;0;0;0;0;0;0
1;131106;2;1;0;0;0;0;0;0;0;0
1;131107;3;1;0;0;0;0;0;0;0;0
1;131108;2;1;0;0;0;0;0;0;0;0
1;131109;2;1;0;0;0;0;0;0;0;0
1;1310810;299;1;0;0;0;0;0;0;0;0
1;131110;4;1;0;0;0;0;0;0;0;0
1;131111;8;1;0;0;0;0;0;0;0;0
1;131113;2;1;0;0;0;0;0;0;0;0
1;131114;2;1;0;0;0;0;0;0;0;0
1;131115;3;1;0;0;0;0;0;0;0;0
1;131116;8;1;0;0;0;0;0;0;0;0
1;131117;8;1;0;0;0;0;0;0;0;0
1;131118;2;1;0;0;0;0;0;0;0;0
1;131119;3;1;0;0;0;0;0;0;0;0
1;131120;3;1;0;0;0;0;0;0;0;0
1;131121;2;1;0;0;0;0;0;0;0;0
1;131122;3;1;0;0;0;0;0;0;0;0
1;131123;3;1;0;0;0;0;0;0;0;0
1;131124;5;1;0;0;0;0;0;0;0;0
1;131125;3,8;1;0;0;0;0;0;0;0;0
1;131126;7;1;0;0;0;0;0;0;0;0
1;131127;5,5;1;0;0;0;0;0;0;0;0
1;1310812;295,6;1;0;0;0;0;0;0;0;0
1;1316757;10,33;1;0;0;0;0;0;0;0;0
1;300031;6,9;1;0;0;0;0;0;0;0;0
1;300041;7,9;1;0;0;0;0;0;0;0;0
1;300051;9,9;1;0;0;0;0;0;0;0;0
1;300061;11,84;1;0;0;0;0;0;0;0;0
1;300071;11,16;1;0;0;0;0;0;0;0;0
1;500031;7,2;1;0;0;0;0;0;0;0;0
1;1310241;9,9;1;0;0;0;0;0;0;0;0
1;1310331;6,9;1;0;0;0;0;0;0;0;0
1;1310341;6,9;1;0;0;0;0;0;0;0;0
1;1310352;1;1;0;0;0;0;0;0;0;0
1;1310353;599,49;1;0;0;0;0;0;0;0;0
1;1310357;1;1;0;0;0;0;0;0;0;0
1;1310358;3,65;1;0;0;0;0;0;0;0;0
1;1310359;9,98;1;0;0;0;0;0;0;0;0
1;1310360;3,79;1;0;0;0;0;0;0;0;0
1;1310361;9,18;1;0;0;0;0;0;0;0;0
1;1310362;9,22;1;0;0;0;0;0;0;0;0
1;1310363;8,99;1;0;0;0;0;0;0;0;0
1;1310364;8,99;1;0;0;0;0;0;0;0;0
1;1310365;4,76;1;0;0;0;0;0;0;0;0
1;1310366;10,99;1;0;0;0;0;0;0;0;0
1;1310367;4,76;1;0;0;0;0;0;0;0;0
1;1310368;5,1;1;0;0;0;0;0;0;0;0
1;1310369;4,42;1;0;0;0;0;0;0;0;0
1;1310370;7,99;1;0;0;0;0;0;0;0;0
1;1310371;8,96;1;0;0;0;0;0;0;0;0
1;1310372;9,98;1;0;0;0;0;0;0;0;0
1;1310373;3,99;1;0;0;0;0;0;0;0;0
1;1310374;4,99;1;0;0;0;0;0;0;0;0
1;1310375;8,94;1;0;0;0;0;0;0;0;0
1;1310376;9,26;1;0;0;0;0;0;0;0;0
1;1310377;3,8;1;0;0;0;0;0;0;0;0
1;1310378;6,99;1;0;0;0;0;0;0;0;0
1;1310379;3,99;1;0;0;0;0;0;0;0;0
1;1310380;11,98;1;0;0;0;0;0;0;0;0
1;1310381;4,2;1;0;0;0;0;0;0;0;0
